icd_code,icd_version,comorbidity
M06841,10,Rheumatoid arthritis/collagen vascular diseases
M06842,10,Rheumatoid arthritis/collagen vascular diseases
M06849,10,Rheumatoid arthritis/collagen vascular diseases
M0685,10,Rheumatoid arthritis/collagen vascular diseases
M06851,10,Rheumatoid arthritis/collagen vascular diseases
M06852,10,Rheumatoid arthritis/collagen vascular diseases
M06859,10,Rheumatoid arthritis/collagen vascular diseases
M0686,10,Rheumatoid arthritis/collagen vascular diseases
M06861,10,Rheumatoid arthritis/collagen vascular diseases
M06862,10,Rheumatoid arthritis/collagen vascular diseases
M06869,10,Rheumatoid arthritis/collagen vascular diseases
M0687,10,Rheumatoid arthritis/collagen vascular diseases
M06871,10,Rheumatoid arthritis/collagen vascular diseases
M06872,10,Rheumatoid arthritis/collagen vascular diseases
M06879,10,Rheumatoid arthritis/collagen vascular diseases
M0688,10,Rheumatoid arthritis/collagen vascular diseases
M0689,10,Rheumatoid arthritis/collagen vascular diseases
M069,10,Rheumatoid arthritis/collagen vascular diseases
M08,10,Rheumatoid arthritis/collagen vascular diseases
M080,10,Rheumatoid arthritis/collagen vascular diseases
M0800,10,Rheumatoid arthritis/collagen vascular diseases
M0801,10,Rheumatoid arthritis/collagen vascular diseases
M08011,10,Rheumatoid arthritis/collagen vascular diseases
M08012,10,Rheumatoid arthritis/collagen vascular diseases
M08019,10,Rheumatoid arthritis/collagen vascular diseases
M0802,10,Rheumatoid arthritis/collagen vascular diseases
M08021,10,Rheumatoid arthritis/collagen vascular diseases
M08022,10,Rheumatoid arthritis/collagen vascular diseases
M08029,10,Rheumatoid arthritis/collagen vascular diseases
M0803,10,Rheumatoid arthritis/collagen vascular diseases
M08031,10,Rheumatoid arthritis/collagen vascular diseases
M08032,10,Rheumatoid arthritis/collagen vascular diseases
M08039,10,Rheumatoid arthritis/collagen vascular diseases
M0804,10,Rheumatoid arthritis/collagen vascular diseases
M08041,10,Rheumatoid arthritis/collagen vascular diseases
M08042,10,Rheumatoid arthritis/collagen vascular diseases
M08049,10,Rheumatoid arthritis/collagen vascular diseases
M0805,10,Rheumatoid arthritis/collagen vascular diseases
M08051,10,Rheumatoid arthritis/collagen vascular diseases
M08052,10,Rheumatoid arthritis/collagen vascular diseases
M08059,10,Rheumatoid arthritis/collagen vascular diseases
M0806,10,Rheumatoid arthritis/collagen vascular diseases
M08061,10,Rheumatoid arthritis/collagen vascular diseases
M08062,10,Rheumatoid arthritis/collagen vascular diseases
M08069,10,Rheumatoid arthritis/collagen vascular diseases
M0807,10,Rheumatoid arthritis/collagen vascular diseases
M08071,10,Rheumatoid arthritis/collagen vascular diseases
M08072,10,Rheumatoid arthritis/collagen vascular diseases
M08079,10,Rheumatoid arthritis/collagen vascular diseases
M0808,10,Rheumatoid arthritis/collagen vascular diseases
M0809,10,Rheumatoid arthritis/collagen vascular diseases
M081,10,Rheumatoid arthritis/collagen vascular diseases
M082,10,Rheumatoid arthritis/collagen vascular diseases
M0820,10,Rheumatoid arthritis/collagen vascular diseases
M0821,10,Rheumatoid arthritis/collagen vascular diseases
M08211,10,Rheumatoid arthritis/collagen vascular diseases
M08212,10,Rheumatoid arthritis/collagen vascular diseases
M08219,10,Rheumatoid arthritis/collagen vascular diseases
M0822,10,Rheumatoid arthritis/collagen vascular diseases
M08221,10,Rheumatoid arthritis/collagen vascular diseases
M08222,10,Rheumatoid arthritis/collagen vascular diseases
M08229,10,Rheumatoid arthritis/collagen vascular diseases
M0823,10,Rheumatoid arthritis/collagen vascular diseases
M08231,10,Rheumatoid arthritis/collagen vascular diseases
M08232,10,Rheumatoid arthritis/collagen vascular diseases
M08239,10,Rheumatoid arthritis/collagen vascular diseases
M0824,10,Rheumatoid arthritis/collagen vascular diseases
M08241,10,Rheumatoid arthritis/collagen vascular diseases
M08242,10,Rheumatoid arthritis/collagen vascular diseases
M08249,10,Rheumatoid arthritis/collagen vascular diseases
M0825,10,Rheumatoid arthritis/collagen vascular diseases
M08251,10,Rheumatoid arthritis/collagen vascular diseases
M08252,10,Rheumatoid arthritis/collagen vascular diseases
M08259,10,Rheumatoid arthritis/collagen vascular diseases
M0826,10,Rheumatoid arthritis/collagen vascular diseases
M08261,10,Rheumatoid arthritis/collagen vascular diseases
M08262,10,Rheumatoid arthritis/collagen vascular diseases
M08269,10,Rheumatoid arthritis/collagen vascular diseases
M0827,10,Rheumatoid arthritis/collagen vascular diseases
M08271,10,Rheumatoid arthritis/collagen vascular diseases
M08272,10,Rheumatoid arthritis/collagen vascular diseases
M08279,10,Rheumatoid arthritis/collagen vascular diseases
M0828,10,Rheumatoid arthritis/collagen vascular diseases
M0829,10,Rheumatoid arthritis/collagen vascular diseases
M083,10,Rheumatoid arthritis/collagen vascular diseases
M084,10,Rheumatoid arthritis/collagen vascular diseases
M0840,10,Rheumatoid arthritis/collagen vascular diseases
M0841,10,Rheumatoid arthritis/collagen vascular diseases
M08411,10,Rheumatoid arthritis/collagen vascular diseases
M08412,10,Rheumatoid arthritis/collagen vascular diseases
M08419,10,Rheumatoid arthritis/collagen vascular diseases
M0842,10,Rheumatoid arthritis/collagen vascular diseases
M08421,10,Rheumatoid arthritis/collagen vascular diseases
M08422,10,Rheumatoid arthritis/collagen vascular diseases
M08429,10,Rheumatoid arthritis/collagen vascular diseases
M0843,10,Rheumatoid arthritis/collagen vascular diseases
M08431,10,Rheumatoid arthritis/collagen vascular diseases
M08432,10,Rheumatoid arthritis/collagen vascular diseases
M08439,10,Rheumatoid arthritis/collagen vascular diseases
M0844,10,Rheumatoid arthritis/collagen vascular diseases
M08441,10,Rheumatoid arthritis/collagen vascular diseases
M08442,10,Rheumatoid arthritis/collagen vascular diseases
M08449,10,Rheumatoid arthritis/collagen vascular diseases
M0845,10,Rheumatoid arthritis/collagen vascular diseases
M08451,10,Rheumatoid arthritis/collagen vascular diseases
M08452,10,Rheumatoid arthritis/collagen vascular diseases
M08459,10,Rheumatoid arthritis/collagen vascular diseases
M0846,10,Rheumatoid arthritis/collagen vascular diseases
M08461,10,Rheumatoid arthritis/collagen vascular diseases
M08462,10,Rheumatoid arthritis/collagen vascular diseases
M08469,10,Rheumatoid arthritis/collagen vascular diseases
M0847,10,Rheumatoid arthritis/collagen vascular diseases
M08471,10,Rheumatoid arthritis/collagen vascular diseases
M08472,10,Rheumatoid arthritis/collagen vascular diseases
M08479,10,Rheumatoid arthritis/collagen vascular diseases
M0848,10,Rheumatoid arthritis/collagen vascular diseases
M088,10,Rheumatoid arthritis/collagen vascular diseases
M0880,10,Rheumatoid arthritis/collagen vascular diseases
M0881,10,Rheumatoid arthritis/collagen vascular diseases
M08811,10,Rheumatoid arthritis/collagen vascular diseases
M08812,10,Rheumatoid arthritis/collagen vascular diseases
M08819,10,Rheumatoid arthritis/collagen vascular diseases
M0882,10,Rheumatoid arthritis/collagen vascular diseases
M08821,10,Rheumatoid arthritis/collagen vascular diseases
M08822,10,Rheumatoid arthritis/collagen vascular diseases
M08829,10,Rheumatoid arthritis/collagen vascular diseases
M0883,10,Rheumatoid arthritis/collagen vascular diseases
M08831,10,Rheumatoid arthritis/collagen vascular diseases
M08832,10,Rheumatoid arthritis/collagen vascular diseases
M08839,10,Rheumatoid arthritis/collagen vascular diseases
M0884,10,Rheumatoid arthritis/collagen vascular diseases
M08841,10,Rheumatoid arthritis/collagen vascular diseases
M08842,10,Rheumatoid arthritis/collagen vascular diseases
M08849,10,Rheumatoid arthritis/collagen vascular diseases
M0885,10,Rheumatoid arthritis/collagen vascular diseases
M08851,10,Rheumatoid arthritis/collagen vascular diseases
M08852,10,Rheumatoid arthritis/collagen vascular diseases
M08859,10,Rheumatoid arthritis/collagen vascular diseases
M0886,10,Rheumatoid arthritis/collagen vascular diseases
M08861,10,Rheumatoid arthritis/collagen vascular diseases
M08862,10,Rheumatoid arthritis/collagen vascular diseases
M08869,10,Rheumatoid arthritis/collagen vascular diseases
M0887,10,Rheumatoid arthritis/collagen vascular diseases
M08871,10,Rheumatoid arthritis/collagen vascular diseases
M08872,10,Rheumatoid arthritis/collagen vascular diseases
M08879,10,Rheumatoid arthritis/collagen vascular diseases
M0888,10,Rheumatoid arthritis/collagen vascular diseases
M0889,10,Rheumatoid arthritis/collagen vascular diseases
M089,10,Rheumatoid arthritis/collagen vascular diseases
M0890,10,Rheumatoid arthritis/collagen vascular diseases
M0891,10,Rheumatoid arthritis/collagen vascular diseases
M08911,10,Rheumatoid arthritis/collagen vascular diseases
M08912,10,Rheumatoid arthritis/collagen vascular diseases
M08919,10,Rheumatoid arthritis/collagen vascular diseases
M0892,10,Rheumatoid arthritis/collagen vascular diseases
M08921,10,Rheumatoid arthritis/collagen vascular diseases
M08922,10,Rheumatoid arthritis/collagen vascular diseases
M08929,10,Rheumatoid arthritis/collagen vascular diseases
M0893,10,Rheumatoid arthritis/collagen vascular diseases
M08931,10,Rheumatoid arthritis/collagen vascular diseases
M08932,10,Rheumatoid arthritis/collagen vascular diseases
M08939,10,Rheumatoid arthritis/collagen vascular diseases
M0894,10,Rheumatoid arthritis/collagen vascular diseases
M08941,10,Rheumatoid arthritis/collagen vascular diseases
M08942,10,Rheumatoid arthritis/collagen vascular diseases
M08949,10,Rheumatoid arthritis/collagen vascular diseases
M0895,10,Rheumatoid arthritis/collagen vascular diseases
M08951,10,Rheumatoid arthritis/collagen vascular diseases
M08952,10,Rheumatoid arthritis/collagen vascular diseases
M08959,10,Rheumatoid arthritis/collagen vascular diseases
M0896,10,Rheumatoid arthritis/collagen vascular diseases
M08961,10,Rheumatoid arthritis/collagen vascular diseases
M08962,10,Rheumatoid arthritis/collagen vascular diseases
M08969,10,Rheumatoid arthritis/collagen vascular diseases
M0897,10,Rheumatoid arthritis/collagen vascular diseases
M08971,10,Rheumatoid arthritis/collagen vascular diseases
M08972,10,Rheumatoid arthritis/collagen vascular diseases
M08979,10,Rheumatoid arthritis/collagen vascular diseases
M0898,10,Rheumatoid arthritis/collagen vascular diseases
M0899,10,Rheumatoid arthritis/collagen vascular diseases
M120,10,Rheumatoid arthritis/collagen vascular diseases
M1200,10,Rheumatoid arthritis/collagen vascular diseases
M1201,10,Rheumatoid arthritis/collagen vascular diseases
M12011,10,Rheumatoid arthritis/collagen vascular diseases
M12012,10,Rheumatoid arthritis/collagen vascular diseases
M12019,10,Rheumatoid arthritis/collagen vascular diseases
M1202,10,Rheumatoid arthritis/collagen vascular diseases
M12021,10,Rheumatoid arthritis/collagen vascular diseases
M12022,10,Rheumatoid arthritis/collagen vascular diseases
M12029,10,Rheumatoid arthritis/collagen vascular diseases
M1203,10,Rheumatoid arthritis/collagen vascular diseases
M12031,10,Rheumatoid arthritis/collagen vascular diseases
M12032,10,Rheumatoid arthritis/collagen vascular diseases
M12039,10,Rheumatoid arthritis/collagen vascular diseases
M1204,10,Rheumatoid arthritis/collagen vascular diseases
M12041,10,Rheumatoid arthritis/collagen vascular diseases
M12042,10,Rheumatoid arthritis/collagen vascular diseases
M12049,10,Rheumatoid arthritis/collagen vascular diseases
M1205,10,Rheumatoid arthritis/collagen vascular diseases
M12051,10,Rheumatoid arthritis/collagen vascular diseases
M12052,10,Rheumatoid arthritis/collagen vascular diseases
M12059,10,Rheumatoid arthritis/collagen vascular diseases
M1206,10,Rheumatoid arthritis/collagen vascular diseases
M12061,10,Rheumatoid arthritis/collagen vascular diseases
M12062,10,Rheumatoid arthritis/collagen vascular diseases
M12069,10,Rheumatoid arthritis/collagen vascular diseases
M1207,10,Rheumatoid arthritis/collagen vascular diseases
M12071,10,Rheumatoid arthritis/collagen vascular diseases
M12072,10,Rheumatoid arthritis/collagen vascular diseases
M12079,10,Rheumatoid arthritis/collagen vascular diseases
M1208,10,Rheumatoid arthritis/collagen vascular diseases
M1209,10,Rheumatoid arthritis/collagen vascular diseases
M123,10,Rheumatoid arthritis/collagen vascular diseases
M1230,10,Rheumatoid arthritis/collagen vascular diseases
M1231,10,Rheumatoid arthritis/collagen vascular diseases
M12311,10,Rheumatoid arthritis/collagen vascular diseases
M12312,10,Rheumatoid arthritis/collagen vascular diseases
M12319,10,Rheumatoid arthritis/collagen vascular diseases
M1232,10,Rheumatoid arthritis/collagen vascular diseases
M12321,10,Rheumatoid arthritis/collagen vascular diseases
M12322,10,Rheumatoid arthritis/collagen vascular diseases
M12329,10,Rheumatoid arthritis/collagen vascular diseases
M1233,10,Rheumatoid arthritis/collagen vascular diseases
M12331,10,Rheumatoid arthritis/collagen vascular diseases
M12332,10,Rheumatoid arthritis/collagen vascular diseases
M12339,10,Rheumatoid arthritis/collagen vascular diseases
M1234,10,Rheumatoid arthritis/collagen vascular diseases
M12341,10,Rheumatoid arthritis/collagen vascular diseases
M12342,10,Rheumatoid arthritis/collagen vascular diseases
M12349,10,Rheumatoid arthritis/collagen vascular diseases
M1235,10,Rheumatoid arthritis/collagen vascular diseases
M12351,10,Rheumatoid arthritis/collagen vascular diseases
M12352,10,Rheumatoid arthritis/collagen vascular diseases
M12359,10,Rheumatoid arthritis/collagen vascular diseases
M1236,10,Rheumatoid arthritis/collagen vascular diseases
M12361,10,Rheumatoid arthritis/collagen vascular diseases
M12362,10,Rheumatoid arthritis/collagen vascular diseases
M12369,10,Rheumatoid arthritis/collagen vascular diseases
M1237,10,Rheumatoid arthritis/collagen vascular diseases
M12371,10,Rheumatoid arthritis/collagen vascular diseases
M12372,10,Rheumatoid arthritis/collagen vascular diseases
M12379,10,Rheumatoid arthritis/collagen vascular diseases
M1238,10,Rheumatoid arthritis/collagen vascular diseases
M1239,10,Rheumatoid arthritis/collagen vascular diseases
M30,10,Rheumatoid arthritis/collagen vascular diseases
M300,10,Rheumatoid arthritis/collagen vascular diseases
M301,10,Rheumatoid arthritis/collagen vascular diseases
M302,10,Rheumatoid arthritis/collagen vascular diseases
M303,10,Rheumatoid arthritis/collagen vascular diseases
M308,10,Rheumatoid arthritis/collagen vascular diseases
M310,10,Rheumatoid arthritis/collagen vascular diseases
M311,10,Rheumatoid arthritis/collagen vascular diseases
M312,10,Rheumatoid arthritis/collagen vascular diseases
M313,10,Rheumatoid arthritis/collagen vascular diseases
M3130,10,Rheumatoid arthritis/collagen vascular diseases
M3131,10,Rheumatoid arthritis/collagen vascular diseases
M32,10,Rheumatoid arthritis/collagen vascular diseases
M320,10,Rheumatoid arthritis/collagen vascular diseases
M321,10,Rheumatoid arthritis/collagen vascular diseases
M3210,10,Rheumatoid arthritis/collagen vascular diseases
M3211,10,Rheumatoid arthritis/collagen vascular diseases
M3212,10,Rheumatoid arthritis/collagen vascular diseases
M3213,10,Rheumatoid arthritis/collagen vascular diseases
M3214,10,Rheumatoid arthritis/collagen vascular diseases
M3215,10,Rheumatoid arthritis/collagen vascular diseases
M3219,10,Rheumatoid arthritis/collagen vascular diseases
M328,10,Rheumatoid arthritis/collagen vascular diseases
M329,10,Rheumatoid arthritis/collagen vascular diseases
M33,10,Rheumatoid arthritis/collagen vascular diseases
M330,10,Rheumatoid arthritis/collagen vascular diseases
M3300,10,Rheumatoid arthritis/collagen vascular diseases
M3301,10,Rheumatoid arthritis/collagen vascular diseases
M3302,10,Rheumatoid arthritis/collagen vascular diseases
M3303,10,Rheumatoid arthritis/collagen vascular diseases
M3309,10,Rheumatoid arthritis/collagen vascular diseases
M331,10,Rheumatoid arthritis/collagen vascular diseases
M3310,10,Rheumatoid arthritis/collagen vascular diseases
M3311,10,Rheumatoid arthritis/collagen vascular diseases
M3312,10,Rheumatoid arthritis/collagen vascular diseases
M3313,10,Rheumatoid arthritis/collagen vascular diseases
M3319,10,Rheumatoid arthritis/collagen vascular diseases
M332,10,Rheumatoid arthritis/collagen vascular diseases
M3320,10,Rheumatoid arthritis/collagen vascular diseases
M3321,10,Rheumatoid arthritis/collagen vascular diseases
M3322,10,Rheumatoid arthritis/collagen vascular diseases
M3329,10,Rheumatoid arthritis/collagen vascular diseases
M339,10,Rheumatoid arthritis/collagen vascular diseases
M3390,10,Rheumatoid arthritis/collagen vascular diseases
M3391,10,Rheumatoid arthritis/collagen vascular diseases
M3392,10,Rheumatoid arthritis/collagen vascular diseases
M3393,10,Rheumatoid arthritis/collagen vascular diseases
M3399,10,Rheumatoid arthritis/collagen vascular diseases
M34,10,Rheumatoid arthritis/collagen vascular diseases
M340,10,Rheumatoid arthritis/collagen vascular diseases
M341,10,Rheumatoid arthritis/collagen vascular diseases
M342,10,Rheumatoid arthritis/collagen vascular diseases
M348,10,Rheumatoid arthritis/collagen vascular diseases
M3481,10,Rheumatoid arthritis/collagen vascular diseases
M3482,10,Rheumatoid arthritis/collagen vascular diseases
M3483,10,Rheumatoid arthritis/collagen vascular diseases
M3489,10,Rheumatoid arthritis/collagen vascular diseases
M349,10,Rheumatoid arthritis/collagen vascular diseases
M35,10,Rheumatoid arthritis/collagen vascular diseases
M350,10,Rheumatoid arthritis/collagen vascular diseases
M3500,10,Rheumatoid arthritis/collagen vascular diseases
M3501,10,Rheumatoid arthritis/collagen vascular diseases
M3502,10,Rheumatoid arthritis/collagen vascular diseases
M3503,10,Rheumatoid arthritis/collagen vascular diseases
M3504,10,Rheumatoid arthritis/collagen vascular diseases
M3509,10,Rheumatoid arthritis/collagen vascular diseases
M351,10,Rheumatoid arthritis/collagen vascular diseases
M352,10,Rheumatoid arthritis/collagen vascular diseases
M353,10,Rheumatoid arthritis/collagen vascular diseases
M354,10,Rheumatoid arthritis/collagen vascular diseases
M355,10,Rheumatoid arthritis/collagen vascular diseases
M356,10,Rheumatoid arthritis/collagen vascular diseases
M357,10,Rheumatoid arthritis/collagen vascular diseases
M358,10,Rheumatoid arthritis/collagen vascular diseases
M359,10,Rheumatoid arthritis/collagen vascular diseases
M45,10,Rheumatoid arthritis/collagen vascular diseases
M450,10,Rheumatoid arthritis/collagen vascular diseases
M451,10,Rheumatoid arthritis/collagen vascular diseases
M452,10,Rheumatoid arthritis/collagen vascular diseases
M453,10,Rheumatoid arthritis/collagen vascular diseases
M454,10,Rheumatoid arthritis/collagen vascular diseases
M455,10,Rheumatoid arthritis/collagen vascular diseases
M456,10,Rheumatoid arthritis/collagen vascular diseases
M457,10,Rheumatoid arthritis/collagen vascular diseases
M458,10,Rheumatoid arthritis/collagen vascular diseases
M459,10,Rheumatoid arthritis/collagen vascular diseases
M461,10,Rheumatoid arthritis/collagen vascular diseases
M468,10,Rheumatoid arthritis/collagen vascular diseases
M4680,10,Rheumatoid arthritis/collagen vascular diseases
M4681,10,Rheumatoid arthritis/collagen vascular diseases
M4682,10,Rheumatoid arthritis/collagen vascular diseases
M4683,10,Rheumatoid arthritis/collagen vascular diseases
M4684,10,Rheumatoid arthritis/collagen vascular diseases
M4685,10,Rheumatoid arthritis/collagen vascular diseases
M4686,10,Rheumatoid arthritis/collagen vascular diseases
M4687,10,Rheumatoid arthritis/collagen vascular diseases
M4688,10,Rheumatoid arthritis/collagen vascular diseases
M4689,10,Rheumatoid arthritis/collagen vascular diseases
M469,10,Rheumatoid arthritis/collagen vascular diseases
M4690,10,Rheumatoid arthritis/collagen vascular diseases
M4691,10,Rheumatoid arthritis/collagen vascular diseases
M4692,10,Rheumatoid arthritis/collagen vascular diseases
M4693,10,Rheumatoid arthritis/collagen vascular diseases
M4694,10,Rheumatoid arthritis/collagen vascular diseases
M4695,10,Rheumatoid arthritis/collagen vascular diseases
M4696,10,Rheumatoid arthritis/collagen vascular diseases
M4697,10,Rheumatoid arthritis/collagen vascular diseases
M4698,10,Rheumatoid arthritis/collagen vascular diseases
M4699,10,Rheumatoid arthritis/collagen vascular diseases
2860,9,Coagulopathy
2861,9,Coagulopathy
2862,9,Coagulopathy
2863,9,Coagulopathy
2864,9,Coagulopathy
2865,9,Coagulopathy
28652,9,Coagulopathy
28653,9,Coagulopathy
28659,9,Coagulopathy
2866,9,Coagulopathy
2867,9,Coagulopathy
2869,9,Coagulopathy
2871,9,Coagulopathy
28730,9,Coagulopathy
28731,9,Coagulopathy
28732,9,Coagulopathy
28733,9,Coagulopathy
28739,9,Coagulopathy
2874,9,Coagulopathy
28741,9,Coagulopathy
28749,9,Coagulopathy
2875,9,Coagulopathy
D65,10,Coagulopathy
D66,10,Coagulopathy
D67,10,Coagulopathy
D68,10,Coagulopathy
D682,10,Coagulopathy
D683,10,Coagulopathy
D6831,10,Coagulopathy
D68311,10,Coagulopathy
D68312,10,Coagulopathy
D68318,10,Coagulopathy
D6832,10,Coagulopathy
D684,10,Coagulopathy
D685,10,Coagulopathy
D6851,10,Coagulopathy
D6852,10,Coagulopathy
D6859,10,Coagulopathy
D686,10,Coagulopathy
D6861,10,Coagulopathy
D6862,10,Coagulopathy
D6869,10,Coagulopathy
D688,10,Coagulopathy
D689,10,Coagulopathy
D680,10,Coagulopathy
D681,10,Coagulopathy
D691,10,Coagulopathy
D693,10,Coagulopathy
D694,10,Coagulopathy
D6941,10,Coagulopathy
D6942,10,Coagulopathy
D6949,10,Coagulopathy
D695,10,Coagulopathy
D6951,10,Coagulopathy
D6959,10,Coagulopathy
D696,10,Coagulopathy
27800,9,Obesity
27801,9,Obesity
27802,9,Obesity
27803,9,Obesity
E66,10,Obesity
E660,10,Obesity
E6601,10,Obesity
E6609,10,Obesity
E661,10,Obesity
E662,10,Obesity
E663,10,Obesity
E668,10,Obesity
E669,10,Obesity
260,9,Weight loss
261,9,Weight loss
262,9,Weight loss
2630,9,Weight loss
2631,9,Weight loss
2632,9,Weight loss
2638,9,Weight loss
2639,9,Weight loss
78321,9,Weight loss
78322,9,Weight loss
7994,9,Weight loss
E40,10,Weight loss
E41,10,Weight loss
E42,10,Weight loss
E43,10,Weight loss
E44,10,Weight loss
E440,10,Weight loss
E441,10,Weight loss
E45,10,Weight loss
E46,10,Weight loss
R634,10,Weight loss
R64,10,Weight loss
2536,9,Fluid and electrolyte disorders
2760,9,Fluid and electrolyte disorders
2761,9,Fluid and electrolyte disorders
2762,9,Fluid and electrolyte disorders
2763,9,Fluid and electrolyte disorders
2764,9,Fluid and electrolyte disorders
27650,9,Fluid and electrolyte disorders
27651,9,Fluid and electrolyte disorders
27652,9,Fluid and electrolyte disorders
2766,9,Fluid and electrolyte disorders
27661,9,Fluid and electrolyte disorders
27669,9,Fluid and electrolyte disorders
2767,9,Fluid and electrolyte disorders
2768,9,Fluid and electrolyte disorders
2769,9,Fluid and electrolyte disorders
E222,10,Fluid and electrolyte disorders
E86,10,Fluid and electrolyte disorders
E860,10,Fluid and electrolyte disorders
E861,10,Fluid and electrolyte disorders
E869,10,Fluid and electrolyte disorders
E87,10,Fluid and electrolyte disorders
E870,10,Fluid and electrolyte disorders
E871,10,Fluid and electrolyte disorders
E872,10,Fluid and electrolyte disorders
E873,10,Fluid and electrolyte disorders
E874,10,Fluid and electrolyte disorders
E875,10,Fluid and electrolyte disorders
E876,10,Fluid and electrolyte disorders
E877,10,Fluid and electrolyte disorders
E8770,10,Fluid and electrolyte disorders
E8771,10,Fluid and electrolyte disorders
E8779,10,Fluid and electrolyte disorders
E878,10,Fluid and electrolyte disorders
2800,9,Blood loss anaemia
D500,10,Blood loss anaemia
2801,9,Deficiency anaemia
2808,9,Deficiency anaemia
2809,9,Deficiency anaemia
2810,9,Deficiency anaemia
2811,9,Deficiency anaemia
2812,9,Deficiency anaemia
2813,9,Deficiency anaemia
2814,9,Deficiency anaemia
2818,9,Deficiency anaemia
2819,9,Deficiency anaemia
D508,10,Deficiency anaemia
D509,10,Deficiency anaemia
D51,10,Deficiency anaemia
D510,10,Deficiency anaemia
D511,10,Deficiency anaemia
D512,10,Deficiency anaemia
D513,10,Deficiency anaemia
D518,10,Deficiency anaemia
D519,10,Deficiency anaemia
D52,10,Deficiency anaemia
D520,10,Deficiency anaemia
D521,10,Deficiency anaemia
D528,10,Deficiency anaemia
D529,10,Deficiency anaemia
D53,10,Deficiency anaemia
D530,10,Deficiency anaemia
D531,10,Deficiency anaemia
D532,10,Deficiency anaemia
D538,10,Deficiency anaemia
D539,10,Deficiency anaemia
2652,9,Alcohol abuse
2911,9,Alcohol abuse
2912,9,Alcohol abuse
2913,9,Alcohol abuse
2915,9,Alcohol abuse
29181,9,Alcohol abuse
29182,9,Alcohol abuse
29189,9,Alcohol abuse
2919,9,Alcohol abuse
30300,9,Alcohol abuse
30301,9,Alcohol abuse
30302,9,Alcohol abuse
30303,9,Alcohol abuse
30390,9,Alcohol abuse
30391,9,Alcohol abuse
30392,9,Alcohol abuse
30393,9,Alcohol abuse
30500,9,Alcohol abuse
30501,9,Alcohol abuse
30502,9,Alcohol abuse
30503,9,Alcohol abuse
3575,9,Alcohol abuse
4255,9,Alcohol abuse
53530,9,Alcohol abuse
53531,9,Alcohol abuse
5710,9,Alcohol abuse
5711,9,Alcohol abuse
5712,9,Alcohol abuse
5713,9,Alcohol abuse
9800,9,Alcohol abuse
9801,9,Alcohol abuse
9802,9,Alcohol abuse
9803,9,Alcohol abuse
9808,9,Alcohol abuse
9809,9,Alcohol abuse
V113,9,Alcohol abuse
F10,10,Alcohol abuse
F101,10,Alcohol abuse
F1010,10,Alcohol abuse
F1011,10,Alcohol abuse
F1012,10,Alcohol abuse
F10120,10,Alcohol abuse
F10121,10,Alcohol abuse
F10129,10,Alcohol abuse
F1014,10,Alcohol abuse
F1015,10,Alcohol abuse
F10150,10,Alcohol abuse
F10151,10,Alcohol abuse
F10159,10,Alcohol abuse
F1018,10,Alcohol abuse
F10180,10,Alcohol abuse
F10181,10,Alcohol abuse
F10182,10,Alcohol abuse
F10188,10,Alcohol abuse
F1019,10,Alcohol abuse
F102,10,Alcohol abuse
F1020,10,Alcohol abuse
F1021,10,Alcohol abuse
F1022,10,Alcohol abuse
F10220,10,Alcohol abuse
F10221,10,Alcohol abuse
F10229,10,Alcohol abuse
F1023,10,Alcohol abuse
F10230,10,Alcohol abuse
F10231,10,Alcohol abuse
F10232,10,Alcohol abuse
F10239,10,Alcohol abuse
F1024,10,Alcohol abuse
F1025,10,Alcohol abuse
F10250,10,Alcohol abuse
F10251,10,Alcohol abuse
F10259,10,Alcohol abuse
F1026,10,Alcohol abuse
F1027,10,Alcohol abuse
F1028,10,Alcohol abuse
F10280,10,Alcohol abuse
F10281,10,Alcohol abuse
F10282,10,Alcohol abuse
F10288,10,Alcohol abuse
F1029,10,Alcohol abuse
F109,10,Alcohol abuse
F1092,10,Alcohol abuse
F10920,10,Alcohol abuse
F10921,10,Alcohol abuse
F10929,10,Alcohol abuse
F1094,10,Alcohol abuse
F1095,10,Alcohol abuse
F10950,10,Alcohol abuse
F10951,10,Alcohol abuse
F10959,10,Alcohol abuse
F1096,10,Alcohol abuse
F1097,10,Alcohol abuse
F1098,10,Alcohol abuse
F10980,10,Alcohol abuse
F10981,10,Alcohol abuse
F10982,10,Alcohol abuse
F10988,10,Alcohol abuse
F1099,10,Alcohol abuse
E52,10,Alcohol abuse
G621,10,Alcohol abuse
I426,10,Alcohol abuse
K292,10,Alcohol abuse
K2920,10,Alcohol abuse
K2921,10,Alcohol abuse
K700,10,Alcohol abuse
K703,10,Alcohol abuse
K7030,10,Alcohol abuse
K7031,10,Alcohol abuse
K709,10,Alcohol abuse
T512,10,Alcohol abuse
T512X,10,Alcohol abuse
T51,10,Alcohol abuse
T510,10,Alcohol abuse
T510X,10,Alcohol abuse
T510X1,10,Alcohol abuse
T510X1A,10,Alcohol abuse
T510X1D,10,Alcohol abuse
T510X1S,10,Alcohol abuse
T510X2,10,Alcohol abuse
T510X2A,10,Alcohol abuse
T510X2D,10,Alcohol abuse
T510X2S,10,Alcohol abuse
T510X3,10,Alcohol abuse
T510X3A,10,Alcohol abuse
T510X3D,10,Alcohol abuse
T510X3S,10,Alcohol abuse
T510X4,10,Alcohol abuse
T510X4A,10,Alcohol abuse
T510X4D,10,Alcohol abuse
T510X4S,10,Alcohol abuse
